path	text
wav/f1c16c59-tegelstroatje-wuir-hailendal-wit.wav	tegelstroatje wuir hailendal wit
wav/0a4ee0e6-over-zien-wang-kropt-n-dikke-troan.wav	over zien wang kropt n dikke troan
wav/f1c16c59-mor-t-is-gain-gewone-staine.wav	mor t is gain gewone staine
wav/f1c16c59-mor-dou-ze-goud-keek-zag-ze-dat-t-n-klaain-vogeltje-was.wav	mor dou ze goud keek zag ze dat t n klaain vogeltje was
wav/2ba93514-loat-dit-drij-minuten-koken.wav	loat dit drij minuten koken
wav/0a4ee0e6-geert-geft-zien-braifie-aan-gruinteboer-appel.wav	geert geft zien braifie aan gruinteboer appel
wav/f1c16c59-en-in-heur-handen-haar-ze-klongel.wav	en in heur handen haar ze klongel
wav/2ba93514-dizze-keer-waren-summegen-prachteg-gitzwaart-worden.wav	dizze keer waren summegen prachteg gitzwaart worden
wav/f1c16c59-verwonderd-heurde-paulien-dat-aan.wav	verwonderd heurde paulien dat aan
wav/f1c16c59-alemoal-in-haile-mooie-klaaier.wav	alemoal in haile mooie klaaier
wav/916c1e46-en-kregen-smoak-goud-te-pakken.wav	en kregen smoak goud te pakken
wav/2ba93514-nou-is-t-tied-om-heur-leven-ien-te-bloazen.wav	nou is t tied om heur leven ien te bloazen
wav/f1c16c59-inains-docht-ze-aan-heur-pioanoles-dij-ze-vanmiddag-haildal-verbruddeld-haar.wav	inains docht ze aan heur pioanoles dij ze vanmiddag haildal verbruddeld haar
wav/f1c16c59-nou-ston-dat-lutje-hondje-in-de-keuken.wav	nou ston dat lutje hondje in de keuken
wav/f1c16c59-zulfs-zien-koppie-muik-hai-hailmoal-wit.wav	zulfs zien koppie muik hai hailmoal wit
wav/2ba93514-hou-mos-ze-dat-toch-veraandern.wav	hou mos ze dat toch veraandern
wav/916c1e46-mor-daandere-bloumbollen-raipen-dat-t-nog-veuls-te-kold-was.wav	mor daandere bloumbollen raipen dat t nog veuls te kold was
wav/0a4ee0e6-toen-ze-es-n-keer-over-t-dorp-vlogen-zaggen-ze-n-mooie-doevetil-op-t-schoelplein-stoan.wav	toen ze es n keer over t dorp vlogen zaggen ze n mooie doevetil op t schoelplein stoan
wav/916c1e46-mor-dij-koale-bomen-stoan-doar-zo-roar.wav	mor dij koale bomen stoan doar zo roar
wav/2ba93514-aal-dizze-kiender-kregen-loater-ook-weer-kiender-en-dij-kiender-ook-weer.wav	aal dizze kiender kregen loater ook weer kiender en dij kiender ook weer
wav/916c1e46-geef-els-mor-n-sloapmutske-mit-veur-thoes.wav	geef els mor n sloapmutske mit veur thoes
wav/2ba93514-dou-der-zes-eetlepels-waarme-melk-bie.wav	dou der zes eetlepels waarme melk bie
wav/916c1e46-dou-zover-graacht-hin-zoefde.wav	dou zover graacht hin zoefde
wav/916c1e46-dou-ze-toch-weer-in-heur-bedje-kroepen-wol.wav	dou ze toch weer in heur bedje kroepen wol
wav/2ba93514-de-volgende-morgen-kins-nog-slagroom-op-toart-spuiten.wav	de volgende morgen kins nog slagroom op toart spuiten
wav/0a4ee0e6-wel-wait-wat-beters.wav	wel wait wat beters
wav/916c1e46-ze-wollen-heur-kop-boven-grond-oetsteken-en-even-vrizze-lucht-happen.wav	ze wollen heur kop boven grond oetsteken en even vrizze lucht happen
wav/2ba93514-vuilden-ze-heur-noeit-meer-ainzoam-en-allinneg.wav	vuilden ze heur noeit meer ainzoam en allinneg
wav/0a4ee0e6-zij-wollen-der-toch-es-op-of-om-te-kieken-of-dat-knusse-behuzinkje-wat-veur-heur-weden-zol.wav	zij wollen der toch es op of om te kieken of dat knusse behuzinkje wat veur heur weden zol
wav/f1c16c59-langzoam-ston-paulien-op-en-luip-noar-de-raande-van-t-teneel-en-boog-noar-ale-kaanten.wav	langzoam ston paulien op en luip noar de raande van t teneel en boog noar ale kaanten
wav/f1c16c59-paulien-keek-ter-noar.wav	paulien keek ter noar
wav/916c1e46-oetklaiden-els-most-der-morn-weer-vroug-oet.wav	oetklaiden els most der morn weer vroug oet
wav/916c1e46-wie-wollen-vanoavend-noar-borg-hier-in-t-dorp.wav	wie wollen vanoavend noar borg hier in t dorp
wav/916c1e46-hail-wies-noakende-wiefkes-te-bluien.wav	hail wies noakende wiefkes te bluien
wav/f1c16c59-de-keunegin-zat-noast-hom-en-huil-zien-pootje-vaste.wav	de keunegin zat noast hom en huil zien pootje vaste
wav/f1c16c59-net-of-der-n-lampie-in-brandde.wav	net of der n lampie in brandde
wav/916c1e46-op-n-dag-dou-ale-aandere-bloumbollen-rusteg-lagen-te-sloapen.wav	op n dag dou ale aandere bloumbollen rusteg lagen te sloapen
wav/f1c16c59-loat-ais-zain.wav	loat ais zain
wav/916c1e46-pas-as-vorst-tot-grond-oet-was-din-was-winter-over.wav	pas as vorst tot grond oet was din was winter over
wav/f1c16c59-wat-n-prachtege-swieniegel-was-dat.wav	wat n prachtege swieniegel was dat
wav/f1c16c59-t-volk-in-de-zoal-ging-stoan-en-klapte-in-handen-en-der-kwam-gain-ende-aan.wav	t volk in de zoal ging stoan en klapte in handen en der kwam gain ende aan
wav/916c1e46-nee-ze-mos-t-heur-wel-verbeeld-hebben.wav	nee ze mos t heur wel verbeeld hebben
wav/f1c16c59-mor-t-mooie-licht-was-vot.wav	mor t mooie licht was vot
wav/f1c16c59-achteraan-in-dtoene-ston-n-hege.wav	achteraan in dtoene ston n hege
wav/f1c16c59-en-veurdat-ze-der-op-verdocht-was-stapte-ze-n-grode-schouwburgzoal-binnen.wav	en veurdat ze der op verdocht was stapte ze n grode schouwburgzoal binnen
wav/0a4ee0e6-dat-binnen-rode-kolen-gruinteboer.wav	dat binnen rode kolen gruinteboer
wav/2ba93514-kook-de-melk-ien-n-pannetje.wav	kook de melk ien n pannetje
wav/916c1e46-om-op-hoes-aan-te-goan.wav	om op hoes aan te goan
wav/f1c16c59-ze-keek-ais-bie-zok-laangs.wav	ze keek ais bie zok laangs
wav/0a4ee0e6-hiel-veurzichteg-gingen-ze-der-ien-en-keken-heur-de-oogjes-uut.wav	hiel veurzichteg gingen ze der ien en keken heur de oogjes uut
wav/2ba93514-zee-snapt-t-neet-haildail.wav	zee snapt t neet haildail
wav/0a4ee0e6-hai-vertelt-dat-e-praai-verkocht-andievie-spinoazie-witlof-woddeltjes-boontjes-en-nog-veul-meer-gruinten.wav	hai vertelt dat e praai verkocht andievie spinoazie witlof woddeltjes boontjes en nog veul meer gruinten
wav/f1c16c59-wat-kon-hom-t-ook-verschelen.wav	wat kon hom t ook verschelen
wav/2ba93514-hail-goud-ruiern-zodat-der-gain-kloetjes-meer-ien-zitten.wav	hail goud ruiern zodat der gain kloetjes meer ien zitten
wav/916c1e46-doe-kinst-dien-haile-leven-nog-op-t-nust-liggen.wav	doe kinst dien haile leven nog op t nust liggen
wav/2ba93514-mos-wel-goud-ruiern-blieven.wav	mos wel goud ruiern blieven
wav/916c1e46-ze-dee-t-roam-op-n-kier-en-kroop-noar-boeten.wav	ze dee t roam op n kier en kroop noar boeten
wav/f1c16c59-t-leken-net-vogels.wav	t leken net vogels
wav/2ba93514-maor-wat-gef-dat.wav	maor wat gef dat
wav/f1c16c59-gelukkeg-haar-n-aander-hond-vanuut-de-veerte-ales-zain.wav	gelukkeg haar n aander hond vanuut de veerte ales zain
wav/916c1e46-els-keek-wel-wat-vremd-tegen-ales-aan.wav	els keek wel wat vremd tegen ales aan
wav/916c1e46-dij-heur-toch-overaal-mit-bemuiden-en-ales-beter-waiten-wollen.wav	dij heur toch overaal mit bemuiden en ales beter waiten wollen
wav/0a4ee0e6-ze-gingen-op-de-dakgeut-van-de-schoel-zitten.wav	ze gingen op de dakgeut van de schoel zitten
wav/f1c16c59-nou-mag-hai-aaltied-mit-heur-mitspeulen-en-dat-vindt-t-routswaarde-hondje-nog-t-mooiste-van-t-haile-verhoal.wav	nou mag hai aaltied mit heur mitspeulen en dat vindt t routswaarde hondje nog t mooiste van t haile verhoal
wav/0a4ee0e6-de-kinder-kieken-mekoar-aan.wav	de kinder kieken mekoar aan
wav/916c1e46-mor-dij-is-toch-soavends-dicht.wav	mor dij is toch soavends dicht
